ssn,name,phone,cfphone,str,city,cc
BDZSD22,Nyberg,24189,0.70,KrBunmt52,Newburgh,9551
PPIBR97,Boillat,33879,0.77,DwIkitr99,Madison,2341
XEUYJ99,Carpi,13915,0.35,KsObqwa24,Dothan,26417
RZOHT26,Pitoura,1003,0.51,WsKnhni15,Vail,21670
INWFW79,Chimia,33145,0.19,StPfyck72,Vienna,23118
JYPHA09,Kroppenstedt,21271,0.12,KpSqeyl38,Monterrey,23195
HTLMX67,Thomasset,6677,0.55,VzIsrkn81,Turin,38214
MURFU40,Laventhal,28829,0.32,HtIvmza86,Augusta,29159
XSKRN63,Mahnke,31384,0.24,GeEbuew18,Shreveport,24485
LMQYQ29,Gravano,17980,0.23,EmYetqy99,Cincinnati,34829
IXQIR90,Thery,10234,0.37,LkDpmbl72,Gainesville,925
JMGAF46,Jakobus,5667,0.30,MxQtbuw30,Rio,33816
CDIAP55,Holtman,26918,0.88,UjTkoew85,Huntington,19563
LOKBM26,Ossenbruggen,17816,0.67,QwHpdsk54,Brasilia,4963
TMRUC61,Angiulli,32917,0.64,FlUmhlx27,Stuttgart,1296
DZLSG85,Antos,28043,0.24,BeRzwrs24,Moscow,8928
TYXEA30,Junior,37065,0.53,VgLehut97,Wilkes,19873
OXZGX53,Pries,7663,0.75,YpRnzvw59,Sacramento,5002
CJKXJ39,Bofill,23593,0.39,DiJyszp63,Denver,28988
LSCBP74,Schmittgen,25065,0.92,NaZsamy23,Tampa,1623
HUGTU63,Ulich,13386,0.77,IdYgsdz63,Syracuse,23693
IABRR23,Minakawa,11078,0.96,RlJdkfh59,Bucharest,11316
GZODT23,Caugne,15028,0.15,ApHnoxi97,Hartford,4503
ITQPL66,Szygenda,29733,0.24,MuWikai25,Richmond,27789
XUTTN49,Montalbano,34810,0.94,IeWgety23,Lima,10226
CEQMB22,Putfarken,13563,0.30,ViAgclk34,New,26598
FXQUL99,Sweazey,30479,0.64,MeXoazi08,White,13215
JYUYU01,Stevens,9970,0.25,LrFwnot97,Birmingham,6164
RYQWM93,Grau,31166,0.35,RrCpppo18,Louisville,34833
ZMJYD46,Schneeberger,19804,0.17,QjBxqzo06,Providence,21664
SXHLO72,Szymczak,29059,0.67,UuIpkjv85,Columbia,29656
PCBKZ86,Erez,7019,0.15,LiNrhgm12,Sun,3970
EGBZM18,Blaschka,14592,0.93,HbFlnyz57,Tulsa,23210
BJEWM49,Binh,4184,0.47,FuHqibp75,Phoenix,20482
JKBJR96,Karton,30113,0.24,NnNbowv00,Lubbock,7540
QAWOR05,Miike,25077,0.88,TcHdapd48,Stuttgart,4095
QBCMI61,Plesow,17951,0.26,XrKfuwl01,Appleton,33981
GCTSI92,Capobianchi,38663,0.66,QzBxgsz67,Dallas,7946
VTOBP57,Weeger,18074,0.15,PgBsaxt49,Port,3833
XYZPM41,Babinski,2524,0.84,HuHeoxx19,West,3809
NCXIK38,Fussichen,39573,0.22,PtEemyi67,San,2031
NBQIX35,Wuthrich,5828,0.85,ZfNxrrf69,Oakland,16756
CTROY49,Anandan,20149,0.45,VaQputb89,Chihuahua,6881
PTXXM12,Silla,1054,0.69,AuQlilt46,Little,1984
LGINR28,Globig,15459,0.22,RvUuivg87,Allentown,4041
UAYMB97,Chubb,34932,0.35,VdLubkt83,Sun,25065
FUUXP96,Elphick,38087,0.46,HnSpvvz04,Torreon,2577
CUDQR56,Spielman,11860,0.91,EpRfnjj57,Toulouse,34098
OMURN14,Radzyminski,14574,0.75,LgTwyvl09,Alexandria,21462
PBMAQ33,Thomson,11594,0.34,CtHzpzp95,Atlanta,13860
IFMVO78,Lichtner,36507,0.45,VaYxboc61,Miami,28217
DGQSS00,Mecklenburg,16585,0.26,OyTwgah65,Stuttgart,28354
KBJFU06,Junnemann,24104,0.44,UpYfnum11,Manchester,12875
LNAUT57,Balluchi,16330,0.19,WbGcgxo43,Fresno,22245
UXIZE97,Bein,7999,0.73,ZfKotoz84,Boston,11958
PPTJY77,Pietrzak,254,0.55,ZzXisha14,Providenciales,34525
EEQHH33,Denny,38873,0.16,CiVscrx06,Brunswick,5030
CCSYZ03,Hitson,19103,0.90,JyNmnmy76,Salt,19116
QTEXL69,Theel,38697,0.57,ToFaewo98,Kiev,4405
BMDOU83,Hiltgen,26096,0.28,RtJolwl42,Barcelona,19306
PGSOM87,Bruce,16598,0.24,FwPtdws56,Evansville,2795
UTMBE95,Ashraf,31438,0.19,NjOfoyi04,Providenciales,33680
BSKXJ47,Schwartzburd,16713,0.29,SuLwthm67,Merida,32688
BTXBZ06,Zirintsis,10142,0.48,LhYzuiy60,Ouagadougou,2380
PADMO36,Podkolzin,23258,0.53,PlYeuan23,Austin,32381
EOVFI09,Reina,31275,0.87,JxYwitv08,Merida,23759
OMUTM84,OCallaghan,8166,0.21,EbEmtfy18,Dusseldorf,35160
YHSFP93,Varker,630,0.67,LkFyhdd16,Sarasota,27388
GFARQ89,Goli,36643,0.33,VlFruvm13,Atlanta,26354
VOLDQ63,Therber,37041,0.64,QaUotjd99,Knoxville,37390
THDHV92,Averboch,36695,0.16,CjCqmbl88,Geneva,14879
JIGHR23,Atrawala,26247,0.77,SsBttzl01,Missoula,21186
ULIHP64,Gohring,11504,0.82,VcQuhhj87,Macon,33929
JGPOC88,Lauppert,14490,0.78,NxQslpk10,Anchorage,31416
HQVKA57,Rutherford,21880,0.23,MpGwjrm20,Caracas,10552
RBFRY12,Alvey,15558,0.18,XuMgaqe21,Brussels,24478
MJMTN21,Hoeij,688,0.83,DcUzzbx95,Jacksonville,27030
VIDIG72,Strooper,18229,0.15,DpJpqyv53,Montreal,8148
GMOHJ38,Haraldson,24691,0.41,AqGubey92,Providence,11977
RZZFB19,Finsterwalder,18255,0.15,WqHqaki99,Warsaw,24630
UIYSE58,Staab,20438,0.17,WeKbhqe58,Dubai,30611
UTAYI98,Kirani,17141,0.40,XyPgzil85,Honolulu,8061
CVZPX03,Venkitaraman,10639,0.56,QbJxnwg14,Chihuahua,4766
UEPUS62,Grignetti,26864,0.49,MgGiyye82,Casper,16144
HBILF38,Landram,28792,0.45,SdRwfrq08,Dublin,39377
HSHRD44,Mahnke,36464,0.77,OvWpfct35,Rome,2657
KOSIS50,Regan,35102,0.43,JaIzkix25,Amarillo,34610
AVSQQ72,Abeck,38594,0.31,DcYvajg85,Cleveland,39221
PMFWY78,Sollins,28590,0.13,PfCmulh08,Raleigh,1470
OFWEG59,Dubernard,2233,0.55,DbSnvdv09,Allentown,27321
FLEFL89,Pavlotskaya,36112,0.80,JyLpowz89,Providenciales,10844
HDJUN67,Baz,23222,0.15,YaGbfxl22,Greenville,38348
PUZXO79,Wicinski,31642,0.72,AsJmxnb30,Indianapolis,37516
KUAVO25,Rodham,27039,0.74,BcAchhq51,Amarillo,25582
MIKDS65,Chimia,11451,0.95,YjAssxl55,Newcastle,11117
ABTXQ24,Freburger,5073,0.63,HbWgaav30,Vienna,21652
SFVQD10,Stoller,7132,0.64,OlRmszl95,Myrtle,11466
SWCHI73,Tummala,35202,0.47,FxBdwgk31,Rapid,13948
XTJBQ53,Lauppert,14261,0.59,PaBwwie93,Madrid,27899
NVFAX34,Newton,7983,0.54,JnSihyl28,Wilkes,9812
DXMSG73,Wiggers,18781,0.71,QyJxxnu41,Guaymas,2347
BUNSK78,Keeffe,35291,0.67,UfJegeu53,Orange,3330
AOYYB55,Kalorkoti,27069,0.62,PaWiknf38,Tokyo,5918
ZNGAO27,Kadesch,32759,0.84,GfNusyl17,Zurich,14399
JKRLA12,Baru,16757,0.34,MbKqsns25,Billings,23454
MVGQK77,Terziyan,34691,0.99,TnKeqfm71,Lorient,13081
FTHXB82,Golm,33947,0.96,BrLisdm50,Pasco,29486
VDHMJ80,Chuat,15068,0.70,HnVygbw55,Veracruz,3966
FPJKZ23,Koike,20847,0.75,NzRasjg01,Sun,3842
VOKVW51,Hanata,19579,0.36,ZdUblce82,Beaumont,38263
AOCNA94,Nisiyama,3020,0.26,AfGaemc14,Montreal,5832
XPLAC64,Yuval,1793,0.83,EtBycbw75,New,5657
GVYCW14,Gawecki,35476,0.95,FtQuoff67,Newcastle,31730
IPXNN34,Goodwin,18769,0.50,KjIcugs12,Veracruz,23060
CHUKS50,Krauser,854,0.51,EkPigex39,Wilmington,31894
BBQZQ25,Vershinin,19269,0.68,FvFybbh42,Grenada,38367
ULWHB46,Ghidini,13925,0.16,VgYbxmi56,Berlin,8298
QZIGU76,Louly,19455,0.49,DnYgovn64,Bucharest,9258
PYQQF16,Castelli,26064,0.29,BpEkdbv61,Charlottesville,28231
PUSSX66,Bage,28465,0.76,IeNjlzw13,South,37357
DRMQW63,Regev,34584,0.78,KyLzqky41,Barbados,25985
UIWFC99,Jankowitz,19860,0.60,UsJiqgj71,Kansas,21639
HNSHP80,Wahab,23662,0.25,RnNwgih10,Lawton,17053
FEWJR31,Makrucki,31246,0.74,BmTnawj84,Brussels,32158
FIKBN68,Plug,23261,0.69,CbXtijy63,Tulsa,34908
QZONK44,Claessen,26520,0.38,HzYrkfs02,Tapachula,4864
IHJJI49,Tanzariello,4947,0.18,DeHqgwl86,Meridian,34857
SNMHE12,Zeltzer,14520,0.14,WoZnbzr36,Hamburg,16544
NJNSH34,Sheridan,32946,0.71,DkFtpsa11,Fresno,9285
KLBNW79,Ishibashi,16297,0.53,ZlHtwzf94,Moscow,10630
RIVHU56,Brodner,8465,0.71,PqObqrh76,Mexico,32611
WLDBF35,Wouk,8708,0.60,IeUngfc27,Munich,24514
BOKZC35,Vilot,37809,0.71,AqQzszs96,Myrtle,24656
JCOXS89,Quasthoff,1424,0.71,UoGvbnl52,Lyon,10237
HZGSQ36,Emmerich,22219,0.82,KdYnggr42,Kalamazoo,26980
YLGBB05,Koldinger,12474,0.33,ZdEkdxk61,Greenville,6023
QAIJC85,Godsey,39280,0.88,BqYjyqn77,Lynchburg,36448
BQPQU50,Brysgalov,4603,0.95,RrBepcb07,Ontario,37574
HMCDA34,Laulhere,32279,0.53,JdYzlit74,Casper,28024
MQGID18,Goubault,29321,0.22,TwYsmmb01,Chihuahua,39783
QJBBC47,Vauttier,17746,0.81,MsGauyt61,Ontario,10770
IHCOU48,Moudini,10558,0.83,UsPjrwt09,Porto,23975
OBMMW68,Reese,515,0.26,WrTxuqo41,Kalamazoo,22179
MBWXM81,Jurka,33991,0.50,AqLitnn51,Rio,20608
CXKEG65,Gibbs,4838,0.67,CsUtexj87,Pensacola,27871
APNQY39,Schriesheim,35419,0.65,XdXjnqd60,Copenhagen,24594
CIYIB99,Roizen,33281,0.57,CmEvokd82,Daytona,8357
TYLRZ03,Rubia,16430,0.80,KmYtoys63,Jacksonville,15616
THTZJ97,Abdat,16695,0.15,EyOkcqa87,Torreon,3614
YANWX51,Salehi,15687,0.59,YmCcaqe88,Norfolk,12421
TETKX88,McKinlay,14672,0.73,YzRzhie02,Albuquerque,38545
HIYQI56,Gurbaxani,7449,0.83,MwEccbv01,Bangor,5151
CHJQO95,Morihara,31963,0.38,QhTfnpo89,Mexico,39458
LZTJQ25,Voorhoeve,19651,0.57,PiYfbmm98,Gulfport,22780
HFQTO83,Onate,11641,0.64,StJzlmi02,Huntington,31930
FWTBC80,Beer,5358,0.66,JiAcyzq20,Warsaw,36303
DENLI33,Zurfluh,29300,0.98,OnVbllm20,Berlin,32410
IRVZS37,Abb,31115,0.82,ZuGfioe15,Columbia,23791
JOOKT17,Schlegel,28488,0.43,BxNqunp31,Helena,26645
YEHGJ01,Lesperance,36057,0.53,LwZuoug42,Ouagadougou,3616
OSKRL22,Winzer,27170,0.11,BaQouop91,Moscow,7562
IOOAF67,Grand,22975,0.57,PbWpalj41,Lisbon,6922
QTZRN57,Freuder,12467,0.37,LxXsmxi19,New,13270
IRUJU65,Kadesch,17126,0.21,TcDjofr81,Dallas,11210
XHDFN64,Collberg,15242,0.65,AzBoomc78,Dallas,27395
IQANL73,Orlando,516,0.89,WgSnnrb90,Newburgh,8342
PIXHV97,Corazza,18984,0.37,KdDxwjy22,Bologna,36664
JGQYG84,Zaumen,17389,0.37,FmQefee61,Buffalo,29251
DRHUX97,McNaught,24422,0.79,WgVzfdl33,Windhoek,22220
QOCAC88,Leenaerts,8540,0.17,BiTcxwr95,Albany,13115
IXLHG01,Orleans,36136,0.82,WjXgzwn90,Lubbock,18823
TLITV81,Lafouge,1968,0.72,ZpVbeds50,Glasgow,3930
CJLOR49,Flint,2744,0.73,YhXowex98,Newark,26712
DYSWW03,Lavecchia,9272,0.11,OzItdkm50,Hartford,22921
MLQOF35,Niittylahti,34053,0.36,AbHqern10,Palm,5829
HURDR74,Herget,26785,0.87,MkAzwar89,Roanoke,6760
QIMKW56,Perelgut,35247,0.87,WhEqcre56,Key,19191
TAQOX45,Willhoft,23552,0.93,FsCzanh02,Beaumont,36051
NGGHG48,Mapelli,2814,0.84,RtLiztx91,Bamako,5450
ZHEPP82,Rawn,32275,0.85,VtDfhtx10,Green,9768
TOMLI71,Jelasity,28603,0.52,EcItoqi95,Elko,24679
DDWDX44,Baak,14736,0.49,OrFkurq71,Brasilia,1327
WWWXD74,Boillat,38463,0.75,JcFxynt56,Idaho,29817
SZUTA42,Weatherford,39967,0.22,BmHlrac34,Tucson,21592
EEOBB53,Groendijk,35218,0.87,UkVyzfn13,Tapachula,21984
KZGEI60,Galand,38566,0.95,SiQrwvs59,Omaha,17250
AALRI31,Feldmesser,33260,0.41,XaWhqqc51,Cedar,29821
MUMEX20,Dumer,1312,0.80,BsAmccb95,Lome,5001
YCQRT83,Salice,37023,0.75,XrTojcp91,Des,13147
RSKZV47,Nassor,24478,0.88,BiQniaa36,Dubai,13080
EMAEL73,Leask,34648,0.56,QcHhaig61,Cozumel,32297
OERKR71,Topaloglou,28727,0.72,FyPoogd39,Greenville,32266
BXBOC92,Degimbe,12925,0.93,PgLxnol99,Ciudad,20702
QMXQF84,Kobla,11043,0.60,ImSciev73,Johannesburg,8214
GKHEY10,Nederhof,7192,0.97,PeVzpsb67,Harrisburg,35207
DQDPF73,Lisonek,28049,0.15,FhVaofh29,Providenciales,12704
CCAAR47,Poujoulat,4074,0.91,RqWnjbn80,Cody,13422
SGZUI93,Pelz,10437,0.60,SePbegy48,Cincinnati,3663
BBLLB63,Ladret,1930,0.96,IuTzxvl62,Lexington,3544
NPVBT23,Louka,7696,0.29,MqPpsjw25,Houston,28976
NNVFY79,Hermanns,20779,0.65,FuHnlig17,Brunswick,9641
PGYKI74,Bae,7027,0.27,JbHowuc96,Boston,7077
CWWFW30,Merabti,3777,0.91,QzWskvo90,Alexandria,20041
BSFNS10,Heidenreich,8721,0.42,TzGyjey04,Florence,814
AXPFA09,Podkolzin,18611,0.97,ZeZyvpy41,Bangor,32304
ZUIDK68,Bikson,14635,0.60,ImHqajv92,Tulsa,10900
XWWOD61,Reiher,35200,0.32,EdIpnxf68,Syracuse,14481
QJKCD13,Farrens,23326,0.41,QlYxdww42,Bamako,36762
HHBFJ48,Guvenir,15090,0.54,LzPhwpv12,Kahului,25795
YKDLL04,Krunz,30849,0.14,IgAgwcp64,Omaha,1915
UBGAB55,Gahlot,8960,0.60,VuOskdn44,East,28390
QIFGC92,Mussi,34799,0.19,ZeKtuql18,Bologna,29762
MHJRX65,Tibblin,25424,0.93,RgHlocy75,Orange,7455
JOCFH93,Leonhardt,30281,0.27,MnDpydm46,Dubai,26453
YOWNM42,Carta,14235,0.40,InCqhdh74,Lyon,37900
MEAAA99,Faour,20106,0.52,QtXzjhr65,Caracas,12158
DHBPP77,Gotoda,19748,0.25,BxZurod04,Bologna,3908
GSPYB51,Amy,1828,0.58,LgQosri72,Roanoke,6906
FFZYX73,Kohling,2530,0.48,PhPxoru02,Manchester,6684
RUYBZ38,Holldobler,27411,0.71,GeTfwji27,Charlotte,28229
GEBTT49,Ratz,24517,0.63,ErGtnsg02,Barcelona,8358
AGYKE72,Indermark,29510,0.16,SwDkwst46,Cairo,23222
UFGII28,Kokeny,29456,0.54,MyMnioz54,Tulsa,30813
FUSPV96,Pontow,7085,0.47,LzNgewr04,Stuttgart,4153
GWSYV95,Horndasch,28008,0.63,AtUxmat15,Newark,2966
KPGXF93,Beliaeva,11987,0.66,FtDnjvi36,Beaumont,37736
NXPEL21,Alm,14458,0.36,EfOqhjc98,Montgomery,25579
EBVOK45,Kallman,36151,0.95,XlFaxum92,Lubbock,36319
ZGUJX50,Noordermeer,37685,0.62,UlJbjes08,Windhoek,36651
RVSMK30,Ivanova,19834,0.16,WkPrcte61,Barcelona,18706
IRYVJ68,Eldridge,24307,0.64,JwGvzic00,Wilkes,16647
AKBVZ23,Royle,34920,0.53,DlOpgux69,Dubai,2915
CLJGH76,DHont,14457,0.97,AzAkbjt21,Knoxville,32537
ZKZZY88,Kleinman,29320,0.51,UpMkgfa06,Mumbai,19372
YVDCP49,Tyszer,9547,0.71,ThMbmyh78,Amsterdam,6295
LBCKZ00,Stata,18514,0.58,WgXdgna63,Fairbanks,19107
RABDC99,McNulty,22426,0.81,XaCnait59,Grand,32912
QVOKX50,Vouillon,34679,0.77,YnTdidb69,Knoxville,34777
MPCTF08,Gastner,27732,0.13,UqVufim53,Villahermosa,8832
IFIFD59,Andersson,15753,0.82,AcEvtmo83,Denver,24275
PPKJJ53,Bina,37928,0.79,ToAytco96,Warsaw,3512
PVDRK23,Ginzberg,3843,0.32,CyTndxr04,Columbus,11350
GMSEC46,Heiken,18889,0.16,WkNnihe13,Tampa,11219
OLNPC80,Stefano,2740,0.13,CeIzpjh20,Tri,27904
WPUIV02,Hylton,3942,0.88,FqCmiif21,Paris,20170
VZIPQ89,Bickmore,13925,0.45,PnTbqks89,Kiev,38331
BEKLM62,Gyssens,10178,0.57,UxTukfu46,Johannesburg,31170
JHXBO51,Kroppenstedt,21398,0.57,TeRjmue64,Richmond,6555
UMTVT89,Kolmogorov,32381,0.77,KxSzcck20,Windhoek,39468
ZMOXX18,Borovoy,9283,0.14,KqXpniw24,Lorient,13420
IAVLQ80,Zonta,14445,0.49,EfPymfn09,Lima,4529
CGFIB03,Hardaway,10959,0.58,ZdVqrck54,Cancun,31886
FKAJE33,With,1596,0.30,HyQqjkf93,Oklahoma,2196
ZHLTH75,Bisseret,36963,0.47,BvTotkl51,Meridian,10216
KMYMN39,Frauenstein,22620,0.68,LhPjgcu03,Mexico,22841
RPEML84,Driscoll,1390,0.59,OnYazpp29,Green,16499
XUNXA84,Reeds,27195,0.91,LzBoezx49,Acapulco,3053
WIOXY89,Risi,4082,0.38,UwZsnjr24,Nassau,27162
BCVFG54,Tietavainen,331,0.18,YsLwtnz54,Pittsburgh,12077
MJNYB79,Agosti,3725,0.76,OmUkhsd54,El,25732
ALJBN01,Legget,29402,0.87,HdNhkxu51,Louisville,28581
NXMTR22,Redon,20221,0.99,MkDxgjr44,Hamburg,28307
KVOPY35,Gilon,31238,0.28,QmMcmjo98,Bangor,26033
MXTFB66,Kitsuregawa,18178,0.79,McFiwib26,Pocatello,5936
FGNBB30,Eskilson,39176,0.39,UfBbmas90,Buffalo,20067
VAPXG37,Romboli,20101,0.89,EeBroqi45,San,20237
IWXBU15,Geske,38077,0.72,YoVtvoi88,Lubbock,30941
JMKIK17,DHont,8509,0.43,IhMkreg93,Greensboro,15257
JDNEZ29,Parameswaran,12096,0.96,HyJzxmm61,London,34639
YYBOI91,Redmiles,14220,0.57,CfLkust42,Monterrey,25093
QMJIQ38,Polt,13197,0.61,OcXpwra05,Stockholm,37957
QUYAK66,Straube,22436,0.21,AyXydjd08,Windhoek,4746
BOBGT69,Hedlund,16207,0.30,SdEotmy51,Charlotte,39539
VERGW58,Menhardt,446,0.96,SxXwjke66,Worcester,7890
EVMRI17,Weinand,10236,0.74,YfCmdou65,Miami,34370
EMSCY39,Klette,12420,0.91,ByZpasa59,Porto,39473
JHWWI26,Chimia,15502,0.81,YhJmrns94,Seattle,3200
UQEQR96,Bodei,16953,0.82,VuRuxvu36,Nice,3498
GJZAG76,Kruyt,13615,0.96,CzLcwiv68,Durban,8350
QGLHG10,Takaki,26406,0.67,BxRcztm65,Fayetteville,32881
SSDHN86,Schloegel,21489,0.74,KdKnwxx58,Milwaukee,2673
YVVOJ94,Rector,39252,0.60,PnUqbkd03,Harrisburg,39369
LNKML10,Ruder,25554,0.84,HdRucah27,Salt,2756
HBCHZ59,Lukassen,12509,0.34,ZvOozqh47,Valdosta,24222
PHHNM69,Brobst,22216,0.75,VxOzgng74,Munich,23435
BNHTE47,Junior,33045,0.84,RxTqair11,Bamako,32986
PTDEZ98,Loncour,4937,0.71,LkLmlsv20,La,17864
HEWZG72,Simajiri,20662,0.71,YjNkbar93,Milan,25963
ZKYPS04,Ventosa,2861,0.73,HpUooho66,Houston,38223
EHZFO58,Plihon,8300,0.85,JdDiuxf26,Vancouver,19040
HCGNG36,Wynblatt,38526,0.78,QnFmwim40,Guangzhou,28040
ROSFY32,Romero,19705,0.14,HrFactl98,Oklahoma,29534
WHOZR94,Trosch,32173,0.51,BgUfdfp01,Portland,39765
GTPYC61,Leiwo,24930,0.48,LkGellk18,Puebla,26627
QTCTD50,Buckland,15416,0.21,BeWrxxm82,Savannah,18931
XICCG04,Unger,38755,0.30,BmJhjnw73,Stockholm,28558
HCTBY92,Roijakkers,4749,0.53,DqKiwli33,El,4165
GJIHQ81,Keum,22205,0.44,CfPlenu69,Athens,33924
OJCJH97,Buchholz,23554,0.20,CgDlpvo12,Dayton,17428
RZJCV87,Strauss,15518,0.33,OgNwdoi82,East,4961
YNDCF96,Olveszky,17727,0.45,CbPybvf45,White,21857
YMFYK63,Niemeier,24074,0.37,VnOlavh67,Ciudad,23963
QIBWX01,Leverett,808,0.19,QwDmaew85,Dubai,33370
WFWMM05,Ranum,392,0.94,BgTufft09,Johannesburg,11260
MYVZM78,Montresor,26508,0.61,MdEetxj92,Tokyo,23757
TXPPU58,Redys,29436,0.17,AiGlmzb27,Cleveland,10144
NSPMS09,Scheer,36251,0.87,WcSaqxn66,Long,18684
PZTIJ63,Nessett,34093,0.76,BkJrmmb43,Tucson,8973
ATVVU76,Gilon,14829,0.84,BpQewcb00,Pocatello,14418
ATWDQ75,Nishizaki,4013,0.61,ZePafkx51,Milwaukee,5172
CUTJX59,Tsukuda,1864,0.43,AkOxuou32,Cape,17706
JCJLX83,Alvarado,19860,0.57,BxDaqwb43,Brussels,16289
JMZSO79,Tuckey,9182,0.33,AuXtsju82,Amarillo,5613
SSXCB63,McKee,16387,0.27,AuVfhcd73,SF,21608
JMLKQ65,Kechadi,28175,0.95,XzAlkrg30,Hamburg,36066
OASCS55,Schaap,25375,0.83,RzSawoy44,Tapachula,4791
MHGGQ69,Blumrich,39573,0.46,ApHfmrd76,Villahermosa,33983
SYCVE95,Kaisler,22337,0.90,DmGfbfo73,Sacramento,13725
MCZUL70,Flass,25452,0.66,OdMxavu18,Lafayette,14939
LCGDG44,Mosciatti,7819,0.90,HbOrfce89,Charlotte,37194
NEHIG48,Doudou,28342,0.76,VdHharp24,West,37410
HZURW22,Olien,10298,0.17,EfQoknw09,Jacksonville,25952
PYQWK40,Rauh,7209,0.14,QzPnext94,Lome,39908
SXSSR22,Llana,22030,0.48,ZlEdlbv57,Vail,27853
IECZR38,Catalano,12896,0.88,MaUxuzo17,Rochester,10326
XAHAG78,Nerson,36256,0.57,EnEqwvm94,Brasilia,18343
ZXYUE13,Rahola,39344,0.65,JmVaegz11,Texarkana,8911
KMIJI13,Rado,15574,0.75,WrDgnyu69,Ciudad,31703
IJHZR09,Kleinjohann,9550,0.65,DhUafiq67,Wilkes,14094
PTMEC03,Kader,19220,0.30,HjFmbiz00,South,29455
ZDTIY20,Baransky,8969,0.80,TzOljag42,Mazatlan,32102
PBPCF63,Clasen,20452,0.43,MzJnghb06,Guangzhou,1263
GGYAV62,McDougal,24378,0.30,CdRcndx96,Brussels,35305
TNNVT51,Libkin,28219,0.32,BnRzveb11,Anchorage,18465
WBQSO86,Humenik,12549,0.45,WiCrpde79,Monroe,36306
JMEEG62,Obradovic,17361,0.86,BmKjkwr64,Wilmington,33469
GEPTS17,Alterman,6640,0.33,ZgHivox97,Phoenix,19432
ZLAWR41,Berbert,8813,0.32,BzYnapw81,Toulouse,22516
PMYER28,Sanella,31016,0.53,QrWkjrh58,Berlin,12402
KBOKR54,Court,17667,0.24,LmGufxa25,Pasco,11416
NQEWW09,Jeron,21067,0.83,HdWygip97,Syracuse,29854
FOAGM24,Piela,2018,0.12,PzDyzzh56,Dublin,5557
NQMVK73,Kruschinski,17571,0.15,LiUdryh64,Appleton,38229
SCMZW92,Tsigas,5063,0.16,RaTeuvz83,Key,36413
TLLEQ67,Bofinger,27969,0.54,UwIzmie05,Key,8679
NPXDM59,Ghahramani,35330,0.47,RqUmnvy50,Colorado,2884
SSKWA23,Kapp,20156,0.41,PxTrgsf67,Worcester,1157
NUCQK09,Lovengreen,515,0.36,GpVvlev24,Chicago,7631
UYZZB65,Carlstrom,26205,0.23,JjCbevy88,Amarillo,31785
UFIFM90,Kuiper,33636,0.37,IeTwoal99,White,25562
JVLUH96,Surko,23213,0.46,JtAkrlz83,Budapest,35746
RIMEN78,Brykczynski,8114,0.28,ExIzrzs40,Guangzhou,8058
QDNUR30,Pantano,12306,0.14,SlKsolf00,Sun,10990
GRKCO97,Heiserman,6914,0.30,QsUifgc28,West,18240
JJTMA79,Seiler,27098,0.97,OeMmgww46,Newcastle,3407
PEPAU23,Rowan,30363,0.44,HiMoaec90,Mobile,26678
QOPNS32,Malzbender,35443,0.24,CtJsjvw64,Dublin,17082
WFERU55,Verster,848,0.31,WtUrorh86,Baton,28879
NUXTG97,Woest,37383,0.72,YlSdtkl10,Vancouver,24145
DZDKJ73,Beh,25189,0.34,RrDqjsd61,Sacramento,17185
MPPCR80,Benn,13827,0.26,BqFgkzu92,Dublin,3291
AUWNC60,Marcken,4824,0.84,AxKrktk31,Omaha,8373
QFITM55,Strayer,9592,0.63,VfWijjv80,Brasilia,25392
WQQIA48,Pachaly,18447,0.86,RoXnqit27,Great,14504
GLHLB75,Rizk,23559,0.90,TtNmxwx46,Vienna,12959
KVSCJ57,Nergos,1992,0.48,AbLwhwc93,Berlin,34196
TIOAC22,Farrahi,15249,0.85,IgPnfll48,Hamburg,10830
TYVMH10,Klosgen,22712,0.12,VcUadib19,Cape,21475
MOJJK30,Armando,16957,0.95,KyClzup36,Evansville,30740
XIBLB47,Krawitz,19747,0.63,BwOrygw92,Miami,16763
QTQTH81,Coombs,14429,0.81,FhBpnya93,Lubbock,11713
JDFDQ45,Alippi,6980,0.82,PtYegix04,Columbus,18044
LSJKA21,Farrara,25053,0.65,DnOyzma17,Detroit,39764
WBQIJ53,Schlegel,22685,0.24,UnNqvxe09,Cairo,34406
XJEXW37,Jagannathan,36885,0.60,XdFolom68,Glasgow,36038
PFIQO04,Kadesch,23317,0.72,YaZzqak04,Fort,9112
HQYCW49,Lesperance,4673,0.61,VcBylib92,Amsterdam,15085
ADDSE26,Genin,11527,0.69,TxJzvsr31,Leon,27819
CNDHA97,Rothemund,5950,0.65,TrZflwt04,Tokyo,37354
HIVIA94,Juric,6289,0.25,KxRbqmr73,Sacramento,39328
BKRYZ42,Prahl,23066,0.53,ZpBnjan99,Tulsa,25045
CLYLX13,Michailidis,1399,0.65,OlMhmqv18,Baltimore,25922
XSEDC42,Singleton,12847,0.27,MaUcbsk49,Santiago,8596
NRQKQ00,Barcucci,22631,0.43,KqJfttr31,Indianapolis,7614
XIBLJ70,Chiola,33612,0.52,CbCuuan77,Lansing,35094
RURKI39,Hernadi,39840,0.34,XiJdgln44,Asheville,24176
WZHBD59,Giesl,2607,0.87,DeGhgrr59,Berlin,15512
LKFYH52,Sutter,37649,0.68,ZwAgvmr34,Tulsa,5637
